DX extract;DX full;Name;Original Film or informations;Manufacturer;reliability;Country;Beginning year;End year;Distributor;Ava;Pic
;;Ogatech Vega High Quality Film For Color Prints ISO 800;Ferrania ?;;1;;;;OGATECH;0;
1067;010673;One Film 200 ;Scotch Color EXH;Ferrania;3;;;;;0;
;;One Iso film grain ultra fin 1 Asa;Agfa Copex 2OYAT ;Agfa;4;Made in Belgium, perforated in France;;;35mm-compact french forum;2;
;;ONIKO x-ray FF-1 #xray;Green-sensitive photofluography film from Agfa (Scopix RP2?);Agfa ?;2;;;;;1;
;;ONIKO x-ray RP-1D (dental) #xray;X-ray universal dental film for intraoral pictures;Agfa;2;;;;;1;
;;ONIKO x-ray RP-1G #xray;Green sensitive medical film for radiography;Agfa;2;;;;;1;
;;ONIKO x-ray RP-U #xray;Universal medical film for radiography;Agfa;2;;;;;1;
;;Opnames Film voor kleurenfoto's ISO 200;;;;;;;;0;
;;Opta Ultrapan ;;heart;;Made in Poland;1939;1945;;0;
;;Opticolor ;;Société Civile de Recherches Scientifiques;;;1950;;;0;
;;Opticolor 100;;;;;;;;0;
;;Opticolor 200;;;;;;;;0;
;;Opticolor 400;;;;;;;;0;Opticolor400.jpg
;;Optimal Color Plus HR100 #optimalcolor;Ferrania Solaris FG;Ferrania;3;;2003;;Fachhandel;0;OptimalColorPlus.jpg
;;Optimal Color Plus HR200 #optimalcolor;Ferrania Solaris FG;Ferrania;3;;2003;;Fachhandel;0;OptimalColorPlus.jpg
;;Optimal Color Plus HR400 #optimalcolor;Ferrania Solaris FG;Ferrania;3;;2003;;Fachhandel;0;OptimalColorPlus.jpg
;;Optina Pan Black & White film Optinapan;;;;;;;Eaton's of Canada;0;OptinaPan.jpg
;;Orichrome Oriental Film;;;;Made in Japan ?;;;Oriental Photo Industry Co LTD;0;OrichromeOriental.jpg
;;Orient Color Print Film wpp100S;;;;;;;;0;
;;Oriental Chrome X Film;;;;Made in Japan;1934;50’s ?;Oriental Photo Industry Co LTD;0;OrientalChromeX.jpg
;;Oriental Cinematographic Duplicate Negative;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Cinematographic Duplicate Positive;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Cinematographic Negative;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Cinematographic Positive;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Cinematographic Sound Recording;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Color ASA 12 Tungsten;;;;Made in Japan ?;1953;1959;Oriental Photo Industry Co LTD;0;
;;Oriental Color ASA 16;;;;Made in Japan ?;1953;1959;Oriental Photo Industry Co LTD;0;
;;Oriental Color ASA 16 Tungsten;;;;Made in Japan ?;1953;1959;Oriental Photo Industry Co LTD;0;
;;Oriental Color ASA 25;;;;Made in Japan ?;1956;1959;Oriental Photo Industry Co LTD;0;
;;Oriental Color Film Reversal;;;;Made in Japan ?;50’s ?;60’s ?;Oriental Photo Industry Co LTD;0;
;;Oriental Color Prints;Luckycolor BR100 Lucky;;2;China, CN;1992;;Unknown;0;
1602;016024;Oriental G2 100;Lucky SHD ?;;;;;;;0;
;;Oriental Infrared;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental O-27 Film O27;;;;Made in Japan ?;;;Oriental Photo Industry Co LTD;0;OrientalO27.jpg
;;Oriental Ori-Color ASA 50 Oricolor;Same as Oriental Oricolor (Unknown sensibility) ?;Oriental Photo Industry Co. Ltd, JP ?;;;~1959 ?;1968;Oriental Photo Industry Co. Ltd, Japan;0;
;;Oriental Oricolor;;Oriental Photo Industry Co LTD;;Made in Japan ?;1959;1965;Oriental Photo Industry Co LTD;0;
;;Oriental Oricolor ASA 100;;Oriental Photo Industry Co LTD;;Made in Japan ?;1965;;Oriental Photo Industry Co LTD;0;
;;Oriental Oripan 400;Fuji Neopan 400;;3;;;;Oriental Photo Industry Co LTD;0;
;;Oriental Oripan XF;;;;;50’s ?;;Oriental Photo Industry Co LTD;0;
;;Oriental Oscillographic (Orthochromatic);Technical film…;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Pan-X Film PanX;;;;Made in Japan ?;< 1947;;Oriental Photo Industry Co LTD;0;OriantalPANx.jpg
;;Oriental Panchromatic Oscillographic;Technical film…;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental Phototelegraphic;Technical film…;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
8361;883610;"Oriental Seagull ""New"" 100 - OR NSG 100";Kentmere 100;Kentmere;3;Made in UK;~2016;;Seagull / Cyber Graphics Corporation;1;NewSeagull100.jpg
8364;883640;"Oriental Seagull ""New"" 400 - OR NSG 400";Kentmere 400;Kentmere;3;Made in UK;~2016;;Seagull / Cyber Graphics Corporation;1;NewSeagull400.jpg
;;Oriental Seagull 100 ;"Same as ""New"" Oriental Seagull ? Could be a duplicate…";;;;~2016 ?;;;0;
;;Oriental Seagull 400;"Same as ""New"" Oriental Seagull ? Could be a duplicate…";;;;~2016 ?;;;0;
;;Oriental X-Ray Film for Fluorography xray;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Oriental X-Ray Film xray;;;;Made in Japan;< 1947;;Oriental Photo Industry Co LTD;0;
;;Orwo AF-3 autoradiographic AF3;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo AF-4 autoradiographic AF4;;VEB FilmfabrikWolfen;;DDR;;60’s;;0;
;;Orwo AF-55 autoradiographic AF55;;VEB FilmfabrikWolfen;;DDR;;60’s;;0;
;;Orwo CNG-100 Orwocolor #CNG100;Scotch Color EXL;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;OrwoColorCNG100.jpg
1936;019360;Orwo CNG-200 Orwocolor #CNG200;Scotch Color EXL;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;
1941;019410;Orwo CNG-400 Orwocolor #CNG400;Scotch Color EXL;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;OrwoColorCNG400.jpg
1953;019530;Orwo CNG-400 Orwocolor #CNG400;Scotch Color EXL plus;Imation;3;;1994;1998;Orwo;0;OrwoCNN100.jpg
1954;019540;ORWO COLOR CNN200;Scotch Color EXL plus;Imation;3;;1994;1998;Orwo;0;OrwoCNN200.jpg
1956;019560;ORWO COLOR CNN400;Scotch Color EXL plus;Imation;3;;1994;1998;Orwo;0;OrwoCNN400.jpg
1921;019210;ORWO COLOR CNS100;Konica Color VX100;Konica Color, J;3;Made in USA (??);1997;1998;Orwo;0;OrwoCNS100.jpg
1937;019370;ORWO COLOR CNS200;Konica Color VX100;Konica Color, J;3;Made in USA (??);1997;1998;Orwo;0;OrwoCNS200.jpg
1942;019420;ORWO COLOR CNS400;Konica Color VX100;Konica Color, J;3;Made in USA (??);1997;1998;Orwo;0;OrwoCNS400.jpg
1955;019550;ORWO COLOR OCN100;;;;;;;;0;
1957;019570;ORWO COLOR OCN200;;;;;;;;0;
1959;019590;ORWO COLOR OCN400;;;;;;;;0;
;;Orwo DC-6 Orwocolor Duplicating film DC6;;VEB Filmfabrik Wolfen;;DDR;;;;0;
;;Orwo DD-1 X-ray DD1 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo DF-1 film DF1;Technical (transparency) film, reversible sheet.;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo DK-3 Dokumentenfilm DK3;hard black and white orthochromatic film for reproducing line drawings and text documents;VEB FilmfabrikWolfen then Orwo-Filmotec/inovisCoat;;DDR / Germany;60’s ?;;;0;OrwoDK3.jpg
;;Orwo DK-31 Dokumentenfilm DK31;hard black and white orthochromatic film for reproducing line drawings and text documents;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;0;
;;Orwo DK-5 Dokumenten-film panchromatisch DK5;hard black and white orthochromatic film for reproducing line drawings and text documents;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo DK-51 Dokumenten-film panchromatisch DK51;hard black and white orthochromatic film for reproducing line drawings and text documents;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo DK-71 Mikro-kopierfilm DK71;hard black and white orthochromatic film for reproducing line drawings and text documents;VEB FilmfabrikWolfen;;DDR;;;;0;OrwoDK71.jpg
;;Orwo DN-1 Duplicating Positive Film DN1;Duplicating positive for intermediate positives. only in 400 ft bulk roll ;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;0;OrwoDN1.jpg
;;Orwo DN-2 Duplicating Positive Film DN2;Duplicating positive for intermediate positives. only in 400 ft bulk roll ;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;
;;Orwo DN-21 Duplicating Positive Film DN21;Duplicating positive for intermediate positives. only in 400 ft bulk roll ;Orwo-Filmotec/inovisCoat;;Made in Germany;2006;;;2;
;;Orwo DP-1 Duplicating Positive Film DP1;Duplicating positive for intermediate positives. ;VEB FilmfabrikWolfen;;DDR;60’s;;;0;
;;Orwo DP-2 Duplicating Positive Film DP2;Duplicating positive for intermediate positives. ;VEB FilmfabrikWolfen;;DDR;60’s;;;0;
;;Orwo DP-3 Duplicating Positive Film DP3;Same as DP-31 but on a grey TAC base. Duplicating positive for intermediate positives. only in min 400 ft bulk roll ;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;0;
;;Orwo DP-31 Duplicating Positive Film DP31;Same as DP-3 but on a polyester base with an antihalo undercoat. Duplicating positive for intermediate positives. only in min 400 ft bulk roll ;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;1;
;;Orwo DR-1 film #DR1;Technical scientific film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo DR-2 film #DR2;Technical scientific film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo DU-2 film #DU2;Technical (transparency) film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo DU-3 film #DU3;Technical (transparency) film;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo FN-52 Fototechnischer Film Orthochromatisch #FN52;orthochromatic film for reproductions, improved FU-5;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-1 Fototechnischer Film Orthochromatisch #FO1;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-15 Fototechnischer Film Orthochromatisch #FO15;orthochromatic film for reproductions (?);VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo FO-4 Fototechnischer Film Orthochromatisch #FO4;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-41 Fototechnischer Film Orthochromatisch #FO41;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-42 Fototechnischer Film Orthochromatisch #FO42;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-5 Fototechnischer Film Orthochromatisch #FO5;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-6 Fototechnischer Film Orthochromatisch #FO6;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo FO-61 Fototechnischer Film Orthochromatisch #FO61;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FO-63 Fototechnischer Film Orthochromatisch #FO63;orthochromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FP-05 Mask Fototechnischer Film Panchromatisch #FP5 FP-5;panchromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FP-1 Fototechnischer Film Panchromatisch #FP1;panchromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FP-2 Fototechnischer Film Panchromatisch #FP2;panchromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FP-3 Fototechnischer Film Panchromatisch #FP3;panchromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FP-4 Fototechnischer Film Panchromatisch #FP4;panchromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FP-6 Fototechnischer Film Panchromatisch #FP6;panchromatic film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-1 Fototechnischer Film Unsensibilisiert #FU1;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-15 Fototechnischer Film Unsensibilisiert #FU15;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-2 Fototechnischer Film Unsensibilisiert #FU2;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-21 Fototechnischer Film Unsensibilisiert #FU21;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo FU-3 Fototechnischer Film Unsensibilisiert #FU3;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoFU3.jpg
;;Orwo FU-31 Fototechnischer Film Unsensibilisiert #FU31;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoFU31.jpg
;;Orwo FU-32 Fototechnischer Film Unsensibilisiert #FU32;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-35 Fototechnischer Film Unsensibilisiert #FU35;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-42 Fototechnischer Film Unsensibilisiert #FU42;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-5 Fototechnischer Film Unsensibilisiert #FU5;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-51 Fototechnischer Film Unsensibilisiert #FU51;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo FU-53 Fototechnischer Film Unsensibilisiert #FU53;color blind film for reproductions;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo GF-40 Holographic Gelatinefilm GF40;Only in 105cm wide rolls ans big sheets. Manufactured upon request;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;
;;Orwo HF-53 Holografiefilm Holographic HF53;Only in 105cm wide rolls ans big sheets. Manufactured upon request;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;
;;Orwo HF-55 Holografiefilm Holographic HF55;Only in 105cm wide rolls ans big sheets. Manufactured upon request;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;OrwoHF55.jpg
;;Orwo HF-65 Holografiefilm Holographic HF65 ;Only in 105cm wide rolls ans big sheets. Manufactured upon request;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;
;;Orwo HP-1 Film HP1;H-alpha film for astronomy;VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo HP-2 Film HP2;H-alpha film for astronomy;VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo HS-11 X-ray #HS11;X-ray;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo HS-90 X-ray #HS90;X-ray;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo LF-10 Leader Film #LF10;Used as wrote head and tail leader strip during the printing process and as protection for original film.;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;0;
;;Orwo LF-20 Black Leader #LF20;Used for A-B-printing procedures and for making of titles and subtitles.;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;0;
;;Orwo MA-8 Mikro Aufnahmefilm #MA8;For microfilm. Only in bulk roll ?;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoMA8.jpg
;;Orwo N-74 Negative Film ISO 400 #N74 NP74;Cine film, only in 400 ft bulk roll;Orwo-Filmotec/inovisCoat;;Made in Germany;;~2003;;0;OrwoN74.jpg
;;Orwo N-74+ Negative Film ISO 400 #N74Plus NP74plus;Cine film, only in 400 ft bulk roll. Replaced ny N-75;Orwo-Filmotec/inovisCoat;;Made in Germany;~2003;End of 2019 ?;;1;OrwoN74plus.jpg
;;Orwo N-75 Negative Film ISO 320 #N75 NP75;Cine film, only in 400 ft bulk roll. Replacement for N-74+;Orwo-Filmotec/inovisCoat;;Made in Germany;End of 2019;;;2;OrwoN75.jpg
;;Orwo NC-1 Orwocolor (32 ASA) #NC1;;VEB FilmfabrikWolfen;;GDR;1959;1964;;0;
;;Orwo NC-1 Orwocolor #NC1 ;;VEB Filmfabrik Wolfen;;DDR;1964;1973;;0;
;;Orwo NC-100 Orwocolor (100 ASA) NC100;Precurssor of QRS100 ?;VEB FilmfabrikWolfen;;GDR;1988;1989;;0;
;;Orwo NC-16 Orwocolor (32 ASA) NC16;;VEB FilmfabrikWolfen;;GDR;1964;1974;;0;OrwoNC16.jpg
;;Orwo NC-17 Mask Orwocolor (40 ASA) NC17;;VEB FilmfabrikWolfen;;GDR;1965;~1973;;0;OrwocolorNC17mask.jpg
;;Orwo NC-17 Orwocolor (40 ASA) NC17;;VEB FilmfabrikWolfen;;GDR;1965;1968;;0;
;;Orwo NC-18 Orwocolor NC18;;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NC-19 Mask Orwocolor (64 ASA) NC19;;VEB FilmfabrikWolfen;;GDR;1970~1973;;;0;OrwoNC19Mask.jpg
;;Orwo NC-19 Orwocolor (50 ASA) NC19;;VEB FilmfabrikWolfen;;GDR;1972;1992;;0;OrwoColorNC19.jpg
;;Orwo NC-20 OrwoColor (80 ASA) NC20;;VEB FilmfabrikWolfen;;GDR;1978;1992;;0;
;;Orwo NC-21 OrwoColor (100 ASA) NC21;;VEB FilmfabrikWolfen;;GDR;1983;1992;;0;OrwoNC21.jpg
;;Orwo NC-3 OrwoColor ( 6 ASA ?) NC3;;VEB FilmfabrikWolfen;;GDR;1972;;;0;
;;Orwo NF-100 Orwocolor (100 ASA) NF100;PR100 in plastic cartridge for export;VEB FilmfabrikWolfen;;GDR;1989;1991;;0;
;;Orwo NI-750 infra red Negativfilm Infrarot #NI750 Infrared;B&W;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NK-14 Negative film for tungsten ASA 20 Negativ Kunstlicht #NK14;;VEB FilmfabrikWolfen;;GDR;1964;;;0;
;;Orwo NK-16 Negative film for tungsten ASA 32 Negativ Kunstlicht #NK16;;VEB FilmfabrikWolfen;;GDR;1964;1965;;0;
;;Orwo NK-18 Negative film for tungsten ASA 50 Negativ Kunstlicht #NK18;;VEB FilmfabrikWolfen;;GDR;1964;1965;;0;OrwocolorNK18.jpg
;;ORWO NO-20 Negative orthochromatic #No20 N020 N0-20;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;ORWO NO-22 Negative orthochromatic #No22 N022 N0-22;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo NP-10 (6 ASA) B&W #NP10;;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-15 (25 ASA) B&W #NP15;;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoNP15.jpg
;;Orwo NP-18 (50 ASA) B&W #NP18;Replacement for Wolfen Isopan F;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoNP18.jpg
;;Orwo NP-2 B&W #NP2;Plate only ? Or Cine negativ film, panchromatic;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-20 (80 ASA) B&W #NP20;;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoNP20.jpg
;;Orwo NP-22 (125 ASA) B&W #NP22;Replacement for Agfa Wolfen Isopan SS;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoNP22.jpg
;;Orwo NP-22 Portrait (125 ASA) B&W #NP22;Matt film ?;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-27 (400 ASA) B&W #NP27;Replacement for Agfa Wolfen Isopan Rapid;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoNP27.jpg
;;Orwo NP-3 B&W #NP3;Cine negativ film, panchromatic;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-4 B&W #NP4;Cine negativ film, panchromatic;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-5 B&W #NP5;Cine negativ film, panchromatic;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-55 (64 ASA ?) B&W #NP55;Only in bulk rolls for cine ?;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoNP55.jpg
;;Orwo NP-6 B&W #NP6;Cine negativ film, panchromatic;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-7 (400 ASA) B&W #NP7;Cinematic version of ORWO NP 27;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NP-71 B&W #NP71;Cine negativ film, panchromatic;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo NT-18 Negative film ASA 50 #NT18;Agfa Ultra T derivative;;;GDR;1964;1965;;0;
;;Orwo Orwochrom;;VEB FilmfabrikWolfen;;DDR;1975;;;0;
;;Orwo Orwochrom Professional Type S;Only rolls & sheets;VEB FilmfabrikWolfen;;GDR;1974;1982;;0;
;;Orwo Orwochrome DIA18 slide ISO 50;;VEB FilmfabrikWolfen;;GDR;1991;;;0;
;;Orwo Orwochrome DIA21 slide ISO 100;;VEB FilmfabrikWolfen;;GDR;1991;1992;;0;OrwoChromeDia21.jpg
1968;019684;Orwo Orwochrome RC100 #RC-100;Scotch Chrome 100;3M (Italy);3;;1992;1994;Filmfabrik Wolfen;0;OrwoChromeRC100.jpg
;;Orwo Orwocolor;Same as NC 1 ??;VEB Filmfabrik Wolfen;;DDR;1964;;;0;
;;Orwo Orwocolor Professional 120 ASA 40;Only in 120 rolls.;VEB FilmfabrikWolfen;;DDR;1973;1989;;0;
;;Orwo Orwocolor Professional Type L ASA 40;Only in sheets;VEB FilmfabrikWolfen;;DDR;1973;1983;;0;
;;Orwo ORWOCOLOR SHR100;;;;;End of 80's;;;0;
1969;019690;Orwo ORWOPAN 100;New name of NP22 before end of Orwo;Filmfabrik Wolfen GmbH;;Made in Germany;;;;0;Orwopan100.jpg
;;Orwo ORWOPAN 100;Fortepan 100;Forte;3;Made in Hungary;;;Filmfabrik Wolfen AG;0;Orwopan100.jpg
1970;019700;Orwo ORWOPAN 125;Ilford FP4;Ilford;3;Made in UK;;;;0;Orwopan125.jpg
0005;000054;Orwo ORWOPAN 25;Improved Orwo NP15;Filmfabrik Wolfen GmbH;;Made in Germany;;2006;;0;Orwopan25.jpg
0005;000054;Orwo ORWOPAN 400;Fortepan 400;Forte;3;Made in Hungary;;;Filmfabrik Wolfen AG;0;Orwopan400.jpg
1971;019710;Orwo ORWOPAN 400;Ilford HP5;Filmfabrik Wolfen GmbH;3;Made in UK;;;;0;Orwopan400.jpg
;;Orwo P-100 black & white surveillance film #P100;;Orwo-Filmotec/inovisCoat;;Made in Germany;;~2016 ?;;1;
;;Orwo P-400 black & white surveillance film P400;;Orwo-Filmotec/inovisCoat;;Made in Germany;;;;2;
;;Orwo PAN 100 Black&White;;Filmfabrik Wolfen GmbH;;Made in Germany;;;;0;OrwoPan100.jpg
;;Orwo PC-5 Color Positive PC5;;VEB FilmfabrikWolfen;;Made in Germany;;~60’s ?;;0;
;;Orwo PC-7 Color Positiv film PC7 GDR Version;;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo PC-7 Color Positive PC7 Germany Version;;Filmfabrik Wolfen GmbH;;Made in Germany;;;;0;
;;Orwo PC-71 Color Positive PC71;;VEB FilmfabrikWolfen;;Made in Germany;;;;0;
;;Orwo PC-9 Color Positive PC9;;VEB FilmfabrikWolfen;;Made in Germany;;;;0;
;;Orwo PF-1 Positiv Feinkornfilm PF1;small grain color blind film for projection purposes;VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo PF-11 Positiv Feinkornfilm PF11;small grain color blind film for projection purposes;VEB FilmfabrikWolfen;;GDR;60’s;;;0;
;;Orwo PF-2 Positive Print Film #PF2;Laboratory films : positive Motion Picture film, only in 400 ft bulk roll. ;VEB FilmfabrikWolfen then Orwo-Filmotec/inovisCoat;;Made in Germany;60’s;;;1;
;;Orwo PF-2+ Positive Print Film #PF2+ PF2plus;Laboratory films : Improved positive Motion Picture film with an anti-halo undercoat, only in 400 ft bulk roll. Same as PF2v3 ?;Orwo-Filmotec/inovisCoat;;Made in Germany;2008;;;1;
;;Orwo PF-2v3 Positive Print Film #PF2V3;Laboratory films : positive Motion Picture film, only in 400 ft bulk roll. ;Orwo-Filmotec/inovisCoat;;Made in Germany;2014;;;2;
;;Orwo PR-100 Orwocolor (100 ASA) #PR100;NC21 converted to C-41 process;VEB FilmfabrikWolfen;;DDR;1990;;;0;OrwoPR100.jpg
1952;019523;Orwo QRS-100 Orwocolor #QRS100 ;Last original orwo color film;VEB FilmfabrikWolfen;;Made In Germany;1992;~1994;;0;OrwoQRS100.jpg
;;Orwo QRS-200 Orwocolor (200 ASA) #QRS200;Only experimental ?;VEB FilmfabrikWolfen;;DDR;~1992 ?;1992 ?;;0;
;;Orwo QRS-200 Orwocolor (Pocketfilm) #QRS 200;Scotch Color;3M (Italy);2;;1992;;Filmfabrik Wolfen AG;0;
;;Orwo RF-2 X-ray RF2 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-21 X-ray RF21 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-3 X-ray RF3 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-5 X-ray RF5 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-6 X-ray RF6 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-61 X-ray RF61 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-62 X-ray RF62 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-63 X-ray RF63 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-64 X-ray RF64 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-65 X-ray RF65 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
;;Orwo RF-69 X-ray dental RF69;Mini sheet for dental x-ray;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo RIF-62 X-ray Dental RIF62;X-ray;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo RS-2 X-ray #RS2 xray;;VEB FilmfabrikWolfen;;GDR;60’s ?;;;0;
0005;000054;ORWO TC-27 Traffic Control #TC27;Surveillance film for trafic;Orwo-Filmotec/inovisCoat;;Made in Germany;;~2014;;0;OrwoTC27.jpg
;;Orwo TF-10 Sound Recording Film #TF10;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo TF-12d Sound Recording Film #FT12 TF12d;black and white high contrast film of orthochromatic sensitivity for (digital) sound recording, only in 400 ft (and more) bulk roll;Orwo-Filmotec/inovisCoat;;Made in Germany;2004;;;2;
;;Orwo TF-6 Sound Recording Film #TF6;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo TF-8 Sound Recording Film #TF8;;VEB FilmfabrikWolfen;;DDR;;;;0;
;;Orwo TO-1 Topo Film #TO1;;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo UD-1 ORWOCHROM Umkehr Kopier Film #UD1;Reversible color film;VEB FilmfabrikWolfen;;GDR;;;;0;
;;Orwo UD-2 ORWOCHROM Umkehr Kopier Film #UD2;Reversible color film;VEB FilmfabrikWolfen;;GDR;;;;0;OrwoUD2.jpg
